Start,Output0,Output1,Output2,Output3,Output4,Output5,Output6,Output7,Output8,Output9,Output10,Output11,Output12,Output13,Output14,Output15,Output16,Output17,Output18,Output19,Output20,Output21,Output22,Output23,Output24,Output25,Output26,Output27,Output28,Output29,Output30,Output31,Output32,Output33,Output34,Output35,Output36,Output37,Output38,Output39,Output40
Value0,92.1561,92.1561,95.9554,95.9554,57.5974,57.5974,57.5974,58.1659,58.1659,58.1659,58.1659,58.1659,94.6099,82.20739999999999,82.20739999999999,82.20739999999999,82.1274,82.1274,82.1274,82.1274,82.1274,82.1274,82.1274,82.1274,82.1274,82.1274,82.1274,82.1274,81.5367,81.5367,81.5367,81.5367,81.5367,81.5367,81.5367,81.5367,81.5367,81.5367,82.0528,106.77
Value1,90.79,90.79,95.132,95.132,55.3485,55.3485,55.3485,55.9387,55.9387,55.9387,55.9387,55.9387,93.4134,80.2535,80.2535,80.2535,80.2142,80.2142,80.2142,80.2142,80.2142,80.2142,80.2142,80.2142,80.2142,80.2142,80.2142,80.2142,79.56739999999999,79.56739999999999,79.56739999999999,79.56739999999999,79.56739999999999,79.56739999999999,79.56739999999999,79.56739999999999,79.56739999999999,79.56739999999999,80.1236,96.29
Value2,90.0224,90.0224,94.6688,94.6688,54.2315,54.2315,54.2315,54.8322,54.8322,54.8322,54.8322,54.8322,92.7906,79.3177,79.3177,79.3177,79.2128,79.2128,79.2128,79.2128,79.2128,79.2128,79.2128,79.2128,79.2128,79.2128,79.2128,79.2128,78.53710000000001,78.53710000000001,78.53710000000001,78.53710000000001,78.53710000000001,78.53710000000001,78.53710000000001,78.53710000000001,78.53710000000001,78.53710000000001,79.09429999999999,100.7
Value3,89.5914,89.5914,94.39309999999999,94.39309999999999,53.573499999999996,53.573499999999996,53.573499999999996,54.1803,54.1803,54.1803,54.1803,54.1803,92.3376,78.6468,78.6468,78.6468,78.6292,78.6292,78.6292,78.6292,78.6292,78.6292,78.6292,78.6292,78.6292,78.6292,78.6292,78.6292,77.93679999999999,77.93679999999999,77.93679999999999,77.93679999999999,77.93679999999999,77.93679999999999,77.93679999999999,77.93679999999999,77.93679999999999,77.93679999999999,78.5215,98.23
Value4,88.4225,88.4225,93.65390000000001,93.65390000000001,51.963899999999995,51.963899999999995,51.963899999999995,52.5852,52.5852,52.5852,52.5852,52.5852,91.2285,77.1014,77.1014,77.1014,77.141,77.141,77.141,77.141,77.141,77.141,77.141,77.141,77.141,77.141,77.141,77.141,76.4068,76.4068,76.4068,76.4068,76.4068,76.4068,76.4068,76.4068,76.4068,76.4068,77.02459999999999,93.84
Value5,88.4479,88.4479,93.6707,93.6707,52.0,52.0,52.0,52.620999999999995,52.620999999999995,52.620999999999995,52.620999999999995,52.620999999999995,91.25760000000001,77.1414,77.1414,77.1414,77.1742,77.1742,77.1742,77.1742,77.1742,77.1742,77.1742,77.1742,77.1742,77.1742,77.1742,77.1742,76.441,76.441,76.441,76.441,76.441,76.441,76.441,76.441,76.441,76.441,77.05680000000001,93.91
Value6,86.765,86.765,92.59190000000001,92.59190000000001,49.908500000000004,49.908500000000004,49.908500000000004,50.54769999999999,50.54769999999999,50.54769999999999,50.54769999999999,50.54769999999999,89.6853,75.1173,75.1173,75.1173,75.1517,75.1517,75.1517,75.1517,75.1517,75.1517,75.1517,75.1517,75.1517,75.1517,75.1517,75.1517,74.3629,74.3629,74.3629,74.3629,74.3629,74.3629,74.3629,74.3629,74.3629,74.3629,75.0048,88.15
Value7,86.0935,86.0935,92.1604,92.1604,49.149,49.149,49.149,49.7947,49.7947,49.7947,49.7947,49.7947,89.0945,74.4036,74.4036,74.4036,74.38759999999999,74.38759999999999,74.38759999999999,74.38759999999999,74.38759999999999,74.38759999999999,74.38759999999999,74.38759999999999,74.38759999999999,74.38759999999999,74.38759999999999,74.38759999999999,73.57820000000001,73.57820000000001,73.57820000000001,73.57820000000001,73.57820000000001,73.57820000000001,73.57820000000001,73.57820000000001,73.57820000000001,73.57820000000001,74.2182,90.18
Value8,84.9704,84.9704,91.4458,91.4458,47.9842,47.9842,47.9842,48.6396,48.6396,48.6396,48.6396,48.6396,88.21480000000001,73.39139999999999,73.39139999999999,73.39139999999999,73.17479999999999,73.17479999999999,73.17479999999999,73.17479999999999,73.17479999999999,73.17479999999999,73.17479999999999,73.17479999999999,73.17479999999999,73.17479999999999,73.17479999999999,73.17479999999999,72.3331,72.3331,72.3331,72.3331,72.3331,72.3331,72.3331,72.3331,72.3331,72.3331,72.9431,88.94
Value9,85.3823,85.3823,91.7189,91.7189,48.4369,48.4369,48.4369,49.0886,49.0886,49.0886,49.0886,49.0886,88.6161,73.8596,73.8596,73.8596,73.6374,73.6374,73.6374,73.6374,73.6374,73.6374,73.6374,73.6374,73.6374,73.6374,73.6374,73.6374,72.80799999999999,72.80799999999999,72.80799999999999,72.80799999999999,72.80799999999999,72.80799999999999,72.80799999999999,72.80799999999999,72.80799999999999,72.80799999999999,73.4117,86.5
Value10,81.7419,81.7419,89.2756,89.2756,44.767,44.767,44.767,45.448,45.448,45.448,45.448,45.448,85.1424,70.0612,70.0612,70.0612,69.7465,69.7465,69.7465,69.7465,69.7465,69.7465,69.7465,69.7465,69.7465,69.7465,69.7465,69.7465,68.81660000000001,68.81660000000001,68.81660000000001,68.81660000000001,68.81660000000001,68.81660000000001,68.81660000000001,68.81660000000001,68.81660000000001,68.81660000000001,69.4389,77.44
Value11,81.6413,81.6413,89.1844,89.1844,44.6139,44.6139,44.6139,45.2961,45.2961,45.2961,45.2961,45.2961,84.8708,69.7655,69.7655,69.7655,69.6006,69.6006,69.6006,69.6006,69.6006,69.6006,69.6006,69.6006,69.6006,69.6006,69.6006,69.6006,68.667,68.667,68.667,68.667,68.667,68.667,68.667,68.667,68.667,68.667,69.3234,81.17
Value12,82.0102,82.0102,89.4104,89.4104,44.885999999999996,44.885999999999996,44.885999999999996,45.566,45.566,45.566,45.566,45.566,85.0207,69.8954,69.8954,69.8954,69.9267,69.9267,69.9267,69.9267,69.9267,69.9267,69.9267,69.9267,69.9267,69.9267,69.9267,69.9267,69.0013,69.0013,69.0013,69.0013,69.0013,69.0013,69.0013,69.0013,69.0013,69.0013,69.6974,78.69
Value13,76.9204,76.9204,85.80539999999999,85.80539999999999,40.457300000000004,40.457300000000004,40.457300000000004,41.1699,41.1699,41.1699,41.1699,41.1699,79.6884,64.8453,64.8453,64.8453,64.8975,64.8975,64.8975,64.8975,64.8975,64.8975,64.8975,64.8975,64.8975,64.8975,64.8975,64.8975,63.850300000000004,63.850300000000004,63.850300000000004,63.850300000000004,63.850300000000004,63.850300000000004,63.850300000000004,63.850300000000004,63.850300000000004,63.850300000000004,64.5896,74.38
Value14,74.9428,74.9428,84.36829999999999,84.36829999999999,38.9478,38.9478,38.9478,39.6706,39.6706,39.6706,39.6706,39.6706,77.65039999999999,63.100100000000005,63.100100000000005,63.100100000000005,63.082800000000006,63.082800000000006,63.082800000000006,63.082800000000006,63.082800000000006,63.082800000000006,63.082800000000006,63.082800000000006,63.082800000000006,63.082800000000006,63.082800000000006,63.082800000000006,61.993900000000004,61.993900000000004,61.993900000000004,61.993900000000004,61.993900000000004,61.993900000000004,61.993900000000004,61.993900000000004,61.993900000000004,61.993900000000004,62.729,69.81
Value15,76.31179999999999,76.31179999999999,85.4079,85.4079,40.0723,40.0723,40.0723,40.7875,40.7875,40.7875,40.7875,40.7875,79.3949,64.6196,64.6196,64.6196,64.40249999999999,64.40249999999999,64.40249999999999,64.40249999999999,64.40249999999999,64.40249999999999,64.40249999999999,64.40249999999999,64.40249999999999,64.40249999999999,64.40249999999999,64.40249999999999,63.3439,63.3439,63.3439,63.3439,63.3439,63.3439,63.3439,63.3439,63.3439,63.3439,64.0277,71.9
Value16,77.29169999999999,77.29169999999999,86.1201,86.1201,40.8555,40.8555,40.8555,41.5653,41.5653,41.5653,41.5653,41.5653,80.4444,65.5501,65.5501,65.5501,65.326,65.326,65.326,65.326,65.326,65.326,65.326,65.326,65.326,65.326,65.326,65.326,64.2889,64.2889,64.2889,64.2889,64.2889,64.2889,64.2889,64.2889,64.2889,64.2889,64.9652,74.08
